"AS","ASC","NRC"
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6912,0.3456
"neutral",0.3488,0
"neutral",0.6771,0
"neutral",0.7065,0.638298279794716
"neutral",0.6744,0.638298279794716
"neutral",0.6471,0
"negative",1,0.6809
"negative",1,0.636
"neutral",1,0.638298279794716
"neutral",0.7158,0.638298279794716
"neutral",0.6429,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.7084,0
"neutral",0.6748,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6923
"negative",0.6989,0.3763
"negative",1,0.3597
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6842,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.7029,0
"neutral",0.6632,0.638298279794716
"positive",0.3421,0
"neutral",0.6247,0
"neutral",0.6838,0
"neutral",0.6447,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6837,0
"positive",0.6454,0.638298279794716
"positive",0.654,0.638298279794716
"negative",0.6541,0.3367
"neutral",0.6709,0.638298279794716
"negative",0.6442,0.345
"neutral",0.3636,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6561,0.333
"negative",0.6582,0.6582
"neutral",0.6926,0
"neutral",0.6869,0
"negative",0.6503,0.6503
"positive",0.6556,0.638298279794716
"neutral",0.6404,0.638298279794716
"positive",0.6436,0.638298279794716
"negative",0.6455,0.6455
"neutral",1,0.638298279794716
"neutral",0.6827,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"positive",0.383,0
"negative",0.6535,0.6535
"negative",0.6887,0.3757
"neutral",1,0.638298279794716
"negative",0.7021,0.3723
"neutral",1,0.638298279794716
"neutral",0.6703,0.638298279794716
"neutral",0.6501,0
"neutral",1,0.638298279794716
"neutral",0.6939,0.638298279794716
"positive",0.667,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.6754,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.631,0
"positive",0.3499,0
"positive",1,0.638298279794716
"neutral",0.6837,0
"negative",1,0.6645
"neutral",0.6525,0.638298279794716
"negative",0.6754,0.3509
"neutral",0.6617,0
"neutral",1,0.638298279794716
"neutral",0.6546,0
"negative",1,0.6702
"neutral",0.3505,0
"neutral",1,0.638298279794716
"negative",1,0.6709
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6709,0
"negative",0.3598,0.3598
"neutral",1,0.638298279794716
"neutral",0.6667,0
"positive",0.7124,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6495,0
"negative",1,0.6908
"neutral",0.6591,0
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6907,0.638298279794716
"neutral",0.6637,0
"neutral",1,0.638298279794716
"neutral",0.3556,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6802
"neutral",1,0.638298279794716
"neutral",0.6646,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.7118,0.7118
"neutral",1,0.638298279794716
"neutral",0.6596,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6657,0.6657
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6588,0
"positive",0.6697,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6669,0
"negative",0.694,0.694
"negative",0.6552,0.6552
"neutral",0.6338,0.638298279794716
"neutral",0.6532,0.638298279794716
"negative",1,1
"negative",0.6505,0.6505
"positive",1,0.638298279794716
"negative",0.3435,0.3435
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.647,0
"negative",0.6667,0.3444
"neutral",0.6824,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6813,0.638298279794716
"neutral",0.6722,0
"negative",1,1
"negative",1,1
"positive",0.6598,0.638298279794716
"negative",0.6559,0.6559
"positive",1,0.638298279794716
"neutral",0.6686,0.638298279794716
"negative",0.6406,0.6406
"neutral",0.6742,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6462,0.638298279794716
"positive",0.6634,0.638298279794716
"negative",0.6759,0.6759
"neutral",0.6563,0.638298279794716
"positive",0.6696,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.7102,0.7102
"neutral",0.7194,0
"negative",1,0.6353
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.3477,0.3477
"neutral",0.6657,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",0.6848,0
"neutral",1,0.638298279794716
"positive",0.6583,0.638298279794716
"neutral",0.6659,0.638298279794716
"positive",0.6625,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6691,0.3399
"positive",0.6808,0
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.664,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6875,0.6875
"positive",0.6592,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6633,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.3408
"positive",0.3493,0
"negative",1,0.6415
"neutral",0.6823,0.638298279794716
"neutral",0.6524,0
"neutral",1,0.638298279794716
"negative",1,0.6311
"negative",1,1
"positive",0.6701,0
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.6486,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6771,0.638298279794716
"negative",1,1
"negative",1,0.6733
"neutral",0.6683,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6291,0
"neutral",0.6598,0
"negative",1,1
"neutral",0.6562,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6959,0.6959
"neutral",0.6739,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6565,0.6565
"neutral",0.6812,0
"positive",1,0.638298279794716
"positive",0.6771,0.638298279794716
"positive",0.3606,0
"negative",1,0.3486
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.3505
"negative",1,0.6658
"neutral",0.6739,0
"positive",1,0.638298279794716
"negative",1,0.6809
"positive",1,0.638298279794716
"neutral",0.6774,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6737,0.3474
"negative",0.6725,0.3493
"neutral",0.6883,0.638298279794716
"negative",0.7007,0.3647
"negative",1,0.346
"negative",1,1
"positive",1,0.638298279794716
"negative",0.6317,0.3304
"negative",1,1
"negative",0.6696,0.6696
"negative",1,0.6859
"neutral",0.6699,0
"negative",1,0.68
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6749,0.353
"negative",1,0.6726
"neutral",0.6898,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6395,0.3256
"neutral",0.6566,0
"positive",0.6774,0.638298279794716
"negative",1,1
"negative",0.6392,0.3299
"positive",1,0.638298279794716
"negative",1,1
"negative",0.7053,0.3684
"negative",0.6632,0.3474
"neutral",0.6735,0
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6312
"negative",1,0.6322
"neutral",0.6836,0
"negative",0.6444,0.3333
"negative",1,0.3721
"positive",1,0.638298279794716
"negative",0.6835,0.6835
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6915
"negative",1,1
"positive",1,0.638298279794716
"positive",0.6535,0.638298279794716
"negative",1,0.3557
"negative",0.6458,0.6458
"negative",1,0.369
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6448
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6701,0.638298279794716
"negative",1,0.3439
"neutral",1,0.638298279794716
"negative",1,0.6568
"positive",0.6831,0.638298279794716
"negative",0.6652,0.6652
"negative",1,0.6832
"negative",0.6603,0.6603
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.3353
"negative",0.6788,0.3879
"negative",1,0.6667
"negative",1,0.6384
"negative",1,0.7127
"negative",0.6366,0.3458
"negative",1,1
"negative",1,0.7026
"positive",0.6838,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.3444
"negative",1,0.6401
"positive",1,0.638298279794716
"positive",0.67,0.638298279794716
"negative",1,1
"neutral",0.6713,0
"negative",1,0.6571
"positive",1,0.638298279794716
"negative",1,0.3477
"positive",1,0.638298279794716
"negative",1,0.6699
"negative",1,0.6925
"positive",0.6368,0.638298279794716
"negative",0.6724,0.3492
"negative",0.6669,0.3735
"neutral",0.6462,0.638298279794716
"neutral",0.6926,0.638298279794716
"negative",1,1
"negative",1,0.6695
"negative",1,1
"negative",1,0.3444
"neutral",1,0.638298279794716
"neutral",0.6442,0
"negative",1,1
"negative",1,0.3724
"negative",1,1
"negative",0.3505,0.3505
"negative",1,0.3704
"negative",1,1
"negative",0.6947,0.6947
"negative",1,0.6779
"negative",1,0.6891
"negative",1,1
"negative",1,0.6752
"negative",0.6491,0.6491
"positive",0.6407,0.638298279794716
"negative",1,0.6739
"neutral",0.6807,0.638298279794716
"negative",1,1
"negative",1,0.6517
"negative",1,1
"negative",1,0.6332
"negative",0.6633,0.6633
"neutral",1,0.638298279794716
"positive",0.6571,0.638298279794716
"neutral",0.6536,0
"positive",1,0.638298279794716
"negative",0.671,0.671
"neutral",1,0.638298279794716
"negative",1,0.6967
"negative",0.6947,0.6947
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6102,0.6102
"negative",0.7013,0.7013
"negative",1,0.7065
"negative",0.6838,0.6838
"positive",1,0.638298279794716
"negative",0.6593,0.3407
"negative",0.6634,0.6634
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6599,0.3515
"neutral",1,0.638298279794716
"negative",1,0.6807
"positive",0.6711,0.638298279794716
"neutral",0.3398,0
"negative",1,1
"negative",1,0.3579
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6421,0.3265
"negative",1,1
"positive",0.3715,0
"neutral",1,0.638298279794716
"negative",1,0.3495
"negative",1,0.6922
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.7025,0.3702
"negative",1,0.3578
"neutral",0.633,0
"negative",1,0.6659
"neutral",0.672,0
"neutral",0.6591,0
"negative",1,0.7033
"negative",1,0.6804
"negative",1,0.6838
"negative",0.6838,0.6838
"negative",1,0.3586
"neutral",0.663,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6563,0.6563
"negative",0.6766,0.6766
"negative",1,1
"negative",1,0.3505
"negative",0.688,0.688
"negative",1,1
"negative",1,0.7077
"positive",1,0.638298279794716
"negative",0.6771,0.3452
"negative",1,1
"negative",0.6898,0.3545
"negative",1,1
"negative",1,1
"negative",1,0.6846
"negative",1,1
"neutral",0.6376,0
"neutral",0.3568,0
"negative",1,0.6204
"neutral",0.6427,0.638298279794716
"negative",1,1
"negative",0.6675,0.6675
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6633
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6495
"positive",0.6472,0.638298279794716
"neutral",0.6889,0
"positive",0.6778,0.638298279794716
"negative",0.6932,0.6932
"negative",1,0.6706
"negative",1,0.6684
"positive",1,0.638298279794716
"negative",0.6427,0.3274
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.6535,0.6535
"positive",1,0.638298279794716
"negative",1,0.6936
"negative",1,0.6803
"negative",0.6882,0.6882
"positive",1,0.638298279794716
"negative",1,0.6705
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6703
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6697,0.3557
"negative",1,0.3516
"neutral",0.7012,0.638298279794716
"positive",0.6634,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6932
"negative",0.6848,0.3486
"neutral",0.6737,0
"negative",1,0.6449
"negative",1,0.6509
"positive",1,0.638298279794716
"positive",0.709,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3671
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.686,0.686
"neutral",0.6575,0.638298279794716
"neutral",0.6529,0.638298279794716
"negative",1,0.6819
"negative",1,1
"negative",1,0.6667
"positive",0.6533,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.6621,0.638298279794716
"positive",0.6621,0
"positive",1,0.638298279794716
"negative",0.6334,0.3342
"positive",1,0.638298279794716
"negative",1,0.6699
"negative",0.6602,0.6602
"negative",0.6736,0.6736
"negative",1,1
"negative",0.6617,0.6617
"negative",1,0.3573
"negative",1,0.66
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.7013
"neutral",1,0.638298279794716
"negative",1,0.67
"negative",1,0.6769
"negative",1,1
"positive",0.6667,0.638298279794716
"negative",1,0.3694
"negative",1,0.3386
"negative",1,1
"negative",1,0.6835
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6813
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6611
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.671
"neutral",0.6606,0
"negative",0.3713,0.3713
"negative",1,1
"negative",0.6582,0.3365
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"positive",0.6593,0.638298279794716
"negative",1,0.7087
"negative",1,0.6838
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6809,0.3511
"negative",1,0.6503
"negative",1,0.3478
"negative",1,1
"negative",1,0.6601
"positive",1,0.638298279794716
"negative",1,0.3437
"negative",1,0.6517
"negative",0.3474,0.3474
"neutral",0.6714,0
"negative",0.6383,0.6383
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.6658,0
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6596,0.6596
"negative",1,0.3694
"negative",0.682,0.3486
"negative",0.648,0.648
"negative",1,0.6733
"negative",0.6768,0.3388
"negative",1,1
"positive",1,0.638298279794716
"negative",0.6728,0.6728
"positive",1,0.638298279794716
"negative",1,0.3466
"positive",1,0.638298279794716
"positive",0.67,0
"negative",1,1
"neutral",0.6696,0
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.6753,0
"negative",1,1
"negative",1,0.6507
"neutral",0.6635,0
"negative",1,0.6545
"negative",0.6947,0.6947
"negative",1,0.701
"positive",0.66,0.638298279794716
"positive",0.6366,0
"negative",0.6856,0.6856
"negative",0.3485,0.3485
"negative",1,0.657
"negative",1,0.6863
"negative",1,0.6461
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.6598,0
"negative",1,0.3511
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6914
"negative",1,1
"negative",1,0.6538
"positive",0.6832,0
"negative",1,0.6713
"negative",1,0.6518
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6383
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6671,0
"neutral",0.3437,0
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6363,0.3497
"negative",1,0.6812
"negative",0.6477,0.6477
"positive",1,0.638298279794716
"negative",1,1
"positive",0.6869,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6782
"negative",1,0.6832
"positive",0.6632,0
"negative",1,0.6316
"positive",1,0.638298279794716
"negative",1,0.6632
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6773
"neutral",0.64,0
"positive",1,0.638298279794716
"negative",0.6632,0.3368
"neutral",0.6703,0.638298279794716
"negative",1,1
"neutral",0.6843,0
"negative",0.6518,0.6518
"neutral",0.6316,0
"negative",0.6935,0.3586
"neutral",1,0.638298279794716
"negative",0.6309,0.6309
"negative",0.6617,0.6617
"negative",1,1
"negative",0.6552,0.3448
"negative",0.6575,0.3394
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",0.6477,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6688,0.6688
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6484
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6842,0.6842
"positive",0.6742,0
"neutral",1,0.638298279794716
"negative",1,0.3458
"negative",1,0.6751
"negative",1,1
"negative",1,0.6495
"positive",0.6309,0.638298279794716
"negative",1,0.7013
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.64,0
"neutral",1,0.638298279794716
"negative",1,0.6785
"negative",1,0.6556
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.3417
"positive",1,0.638298279794716
"negative",1,0.6946
"negative",0.6749,0.6749
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6942,0
"negative",1,1
"negative",0.6192,0.3256
"positive",1,0.638298279794716
"negative",0.6774,0.3441
"neutral",0.6926,0
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.7067
"neutral",1,0.638298279794716
"negative",1,0.6747
"negative",1,0.6556
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.3723,0.3723
"neutral",0.6641,0
"negative",1,0.6527
"neutral",0.6627,0.638298279794716
"negative",1,0.6857
"negative",1,0.6806
"negative",1,1
"negative",1,0.6651
"negative",0.6702,0.6702
"negative",1,0.6775
"negative",1,0.6544
"neutral",0.6735,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6742
"negative",1,0.3606
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6809
"positive",0.6768,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6729,0
"positive",0.3563,0
"positive",0.6842,0.638298279794716
"neutral",0.6545,0
"positive",0.3519,0
"neutral",0.3711,0
"negative",0.7158,0.3684
"positive",1,0.638298279794716
"positive",0.6756,0
"negative",1,0.6364
"neutral",0.6591,0.638298279794716
"negative",1,0.6593
"neutral",0.6461,0
"positive",0.6747,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6671,0.3651
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6691,0.638298279794716
"positive",0.6595,0
"neutral",0.678,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6532,0
"negative",1,0.6614
"neutral",1,0.638298279794716
"negative",1,0.6699
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6522
"negative",0.6667,0.3333
"neutral",0.6381,0
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6689
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.3607
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.3456,0
"neutral",0.3617,0
"negative",1,0.3683
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.656,0
"negative",1,0.6667
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6667,0
"negative",1,1
"negative",1,0.7114
"negative",0.6652,0.3434
"positive",1,0.638298279794716
"positive",0.654,0
"positive",0.6531,0.638298279794716
"negative",0.6405,0.6405
"negative",1,0.6698
"negative",1,0.6667
"negative",1,0.6636
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"positive",0.6344,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.672,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.7033,0
"neutral",0.6922,0
"negative",1,0.6543
"negative",0.6465,0.6465
"negative",1,1
"negative",0.6458,0.6458
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.3469
"negative",0.6984,0.6984
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3532
"negative",1,0.6388
"negative",1,0.6664
"neutral",0.6826,0
"negative",1,1
"negative",0.6822,0.3485
"neutral",1,0.638298279794716
"negative",1,0.6854
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.6517,0
"neutral",1,0.638298279794716
"positive",0.6686,0.638298279794716
"negative",0.6591,0.6591
"neutral",1,0.638298279794716
"neutral",0.6472,0
"neutral",0.6669,0
"negative",0.6822,0.3629
"negative",1,0.6405
"positive",0.6489,0.638298279794716
"positive",0.693,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6593,0.638298279794716
"negative",1,0.6842
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6383
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6582,0
"negative",1,1
"negative",1,0.6552
"negative",1,0.6667
"negative",1,0.3723
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6792,0.638298279794716
"positive",0.6652,0.638298279794716
"neutral",0.6842,0.638298279794716
"neutral",0.6581,0.638298279794716
"neutral",0.6837,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6469,0.638298279794716
"negative",0.6598,0.3505
"negative",0.6725,0.6725
"negative",1,0.6526
"negative",1,1
"neutral",0.667,0.638298279794716
"positive",1,0.638298279794716
"negative",0.7024,0.7024
"positive",1,0.638298279794716
"neutral",0.6508,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6598,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6637,0
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"positive",0.7128,0.638298279794716
"negative",0.3898,0.3898
"positive",1,0.638298279794716
"neutral",0.6733,0.638298279794716
"negative",1,0.6869
"positive",1,0.638298279794716
"positive",0.6931,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6503,0.638298279794716
"positive",0.6394,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6526,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.674,0.674
"negative",1,1
"negative",1,1
"positive",0.6742,0.638298279794716
"neutral",0.6039,0.638298279794716
"neutral",0.3602,0
"negative",1,1
"negative",1,1
"negative",1,0.6617
"negative",1,1
"negative",1,0.6404
"negative",1,1
"neutral",0.3363,0
"negative",1,0.6761
"negative",0.662,0.662
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.7263,0.638298279794716
"negative",0.6252,0.3307
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.7047,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6854,0.3512
"neutral",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3398
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.3477,0.3477
"positive",0.6596,0.638298279794716
"neutral",0.6383,0
"neutral",0.3469,0
"neutral",0.6612,0
"negative",1,1
"positive",0.6551,0.638298279794716
"negative",1,0.6882
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.3537,0.3537
"neutral",1,0.638298279794716
"negative",0.6652,0.3446
"positive",0.632,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.68,0
"negative",1,1
"negative",1,0.6376
"positive",0.6846,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6748
"negative",1,1
"positive",0.6544,0.638298279794716
"positive",0.6669,0.638298279794716
"negative",0.653,0.3513
"negative",1,0.3442
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6931,0.3663
"negative",1,0.3395
"negative",0.6703,0.6703
"negative",0.6593,0.6593
"negative",1,0.6842
"neutral",0.6874,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.66,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6492,0.638298279794716
"negative",1,0.7001
"neutral",0.7088,0.638298279794716
"positive",0.7065,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6766,0.3537
"negative",0.6609,0.6609
"negative",1,1
"negative",0.6987,0.6987
"neutral",0.6563,0
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.7153,0.638298279794716
"positive",0.6322,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6457,0.638298279794716
"negative",1,0.6745
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6364,0.3535
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6332,0.638298279794716
"neutral",0.6382,0.638298279794716
"positive",0.6774,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6526,0.638298279794716
"neutral",0.6196,0
"positive",1,0.638298279794716
"neutral",0.6411,0
"negative",1,0.686
"neutral",0.6871,0.638298279794716
"negative",1,0.6882
"negative",0.6733,0.3532
"neutral",0.3494,0
"negative",1,1
"negative",1,1
"negative",1,0.6667
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.6667,0.638298279794716
"negative",0.7018,0.7018
"neutral",0.6705,0
"positive",0.6639,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6295,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6507,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.704,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.6701,0
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.6579,0.638298279794716
"neutral",0.6409,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.343,0
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6768,0.638298279794716
"neutral",0.6698,0
"positive",0.6959,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6585,0.6585
"neutral",0.67,0
"positive",1,0.638298279794716
"positive",0.6719,0.638298279794716
"negative",1,0.6895
"positive",0.6701,0.638298279794716
"positive",0.6816,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.677
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6392,0.638298279794716
"negative",0.6634,0.3465
"positive",1,0.638298279794716
"negative",1,1
